608,0.789116019,0.72252981
600,0.85423223,0.826532577
42,0.838050739,0.876170488
85,0.676154776,0.923551384
288,0.58423328,0.57221094
66,0.479961754,0.426981901
305,0.73867099,0.730695712
353,0.724018085,0.700816738
249,0.425815448,0.412397622
140,0.655721932,0.607914576
580,0.636993555,0.614288267
420,0.43392032,0.429232366
199,0.791426279,0.782199789
201,0.759061978,0.707135856
590,0.468345404,0.466170204
610,0.561077555,0.572619706
489,0.868221371,0.840344782
387,0.517642446,0.523223709
528,0.639315832,0.622706163
193,0.49874143,0.513998064
480,0.768653179,0.761485372
232,0.539166987,0.530092132
409,0.836122669,0.794266693
51,0.831407199,0.921415834
313,1.014575943,0.929418428
524,0.609311316,0.645956407
380,0.763454075,0.753846822
91,0.923893956,0.862200081
217,0.713380112,0.679336866
599,0.534272499,0.529679956
352,0.664045984,0.610498922
152,0.354608119,0.313110295
448,0.783226928,0.770319793
484,0.840880674,0.737706358
179,0.523843549,0.461922992
21,0.741038634,0.662503769
434,0.730180016,0.758849821
41,0.77833523,0.966425223
19,0.586699223,0.624022487
260,0.501080698,0.554265158
354,0.318678132,0.364408916
50,0.530448178,0.556719274
111,0.965302354,0.974309216
53,0.547722307,0.396223776
586,0.585188592,0.540540256
328,0.760501341,0.734503246
234,0.750779663,0.765690116
105,0.533013416,0.480578679
561,0.554448264,0.527476622
338,1.017456578,0.840992334
401,0.314112231,0.250781448
275,0.700607605,0.725895921
529,1.122388708,0.938338802
385,0.575076873,0.672826685
414,0.68970631,0.653707943
362,0.399777914,0.325265918
39,0.91250819,0.983349253
4,1.052591718,0.98104962
474,0.582603026,0.560403397
477,0.478894289,0.489148735
274,0.492503647,0.470321475
184,0.749765511,0.651587065
514,0.747279067,0.792418302
22,1.584964455,1.619645777
479,1.006587547,0.912848839
428,0.615196653,0.628090586
166,0.409405501,0.427395711
324,0.849476672,0.944599206
318,0.454739723,0.426883346
567,0.914863898,0.880345307
312,0.60578904,0.583550278
134,0.733345476,0.99934763
143,0.795310651,0.845374958
393,1.454729968,1.38277357
425,0.427849253,0.351543781
483,0.61059221,0.599781131
298,0.741239098,0.695769276
357,0.523325127,0.529544966
462,0.88753279,0.907485464
177,0.689298002,0.685323223
555,0.697663811,0.731942472
36,0.837118862,0.837456862
82,0.457131262,0.397248859
405,0.400365453,0.360771422
216,0.907219435,0.864172093
226,0.616658456,0.595714331
229,0.367004184,0.333200641
491,0.630733431,0.58308192
103,0.632771701,0.577131347
220,0.683641953,0.701356954
381,0.645179889,0.659638881
606,0.476367117,0.459484785
402,0.69615896,0.64627262
284,1.146527283,1.200441483
343,0.575080195,0.511699532
219,0.768810508,0.719368328
517,1.238926979,1.166063817
210,0.431852315,0.433351256
90,0.696670188,0.661837478
144,0.389375429,0.376841958
482,1.370503141,1.361922007
587,0.362082116,0.356299086
125,0.639237337,0.595320996
421,0.238833785,0.243706848
597,0.715394787,0.633327528
602,0.870390946,0.84133837
31,0.839551012,1.007181617
89,1.319181572,1.262439453
57,0.735968451,0.708295224
452,0.431260437,0.506685817
488,0.809046684,0.869000738
475,0.420879262,0.372418596
424,0.687149834,0.704031514
603,0.926287314,0.938930339
132,0.572309691,0.559634956
410,0.665378794,0.697840183
151,0.581806,0.660119044
594,0.947606434,0.874788232
605,0.590924306,0.568259558
28,0.589220868,0.618165995
135,0.826761756,0.820064263
58,0.949581802,0.967613825
534,0.45598649,0.405992778
307,0.77439349,0.788711146
325,0.723249039,0.731113903
435,0.284377426,0.400539796
295,1.186506565,1.43418095
44,0.8748284,0.8572782
453,0.584019693,0.59001343
562,0.530282934,0.528588122
73,0.959879665,0.884508164
348,0.315706174,0.28728
560,0.470551756,0.449852063
282,0.697565967,0.660983753
84,0.675719045,0.627151273
314,0.620433628,0.542483394
511,0.359558504,0.379731505
6,0.588565722,0.604120074
509,0.457253786,0.427940881
186,0.46772296,0.435070239
469,0.528923164,0.516138201
188,0.499107895,0.597036229
165,0.612192913,0.601019252
185,0.731837294,0.646302613
445,0.838027656,0.917307261
332,0.398552472,0.370906768
577,0.654183074,0.699886997
181,0.886706336,0.838858575
309,0.668829704,0.626370442
200,0.569922702,0.530970699
163,0.450103554,0.339694167
191,1.047376399,0.880837015
205,0.53501531,0.580653876
76,1.215571975,1.060354874
501,0.43386389,0.391670996
292,0.701759543,0.687474158
202,0.521607335,0.548800986
68,0.681037021,0.678268533
559,0.498473873,0.503360144
481,1.021529429,1.04178542
102,0.357200219,0.438993404
263,0.446451661,0.376712769
273,1.0321027,0.791109241
365,0.898443835,0.798252211
178,0.358713357,0.368440835
74,0.534096771,0.498434782
510,0.580892608,0.543867041
570,0.447172041,0.453521361
137,0.658765259,0.613248532
235,0.43503451,0.355340912
466,0.706285181,0.636782079
182,0.723603466,0.653359184
301,1.323816497,1.254846665
525,0.495157527,0.519368221
438,0.659101284,0.663514561
395,0.510731668,0.282070404
168,0.242155166,0.258561365
341,0.338090646,0.251548558
256,0.715214081,0.703455053
100,0.620555339,0.548115525
104,0.491183699,0.4937358
596,0.451795876,0.450785842
339,0.58503113,0.617902235
18,0.431962297,0.426548372
506,1.331636627,1.198482313
113,0.818373348,0.79523177
279,0.584541767,0.567604856
160,1.286634268,1.143676853
221,0.459830711,0.47528925
373,1.121738798,1.005950664
372,0.687108487,0.853183964
430,1.004005225,1.000704432
45,0.61873077,0.584020385
447,0.698172697,0.625140939
497,1.068465438,1.231166222
94,0.733034084,0.749546454
7,0.842245658,0.821487827
582,0.511537901,0.482423381
377,0.499243855,0.476779935
80,0.300941671,0.310509097
101,0.822182026,0.843610055
499,1.395136282,1.383303376
589,0.70566967,0.643009578
571,1.1411872,1.111029114
568,0.949525022,1.173427535
212,0.519829142,0.477817679
128,0.592897829,0.557158806
356,0.494764147,0.451887585
95,0.388291363,0.335665703
573,0.737812951,0.689469972
