,mae_初始,mae_改进,better
45,0.61873077,0.584020385,-0.03471038500000001
447,0.6981726970000001,0.625140939,-0.07303175800000006
497,1.068465438,1.231166222,0.16270078399999988
94,0.733034084,0.7495464540000001,0.016512370000000054
7,0.842245658,0.821487827,-0.02075783099999995
582,0.511537901,0.48242338100000004,-0.02911451999999992
377,0.499243855,0.476779935,-0.022463920000000026
80,0.300941671,0.310509097,0.00956742599999999
101,0.8221820259999999,0.843610055,0.02142802900000007
499,1.395136282,1.383303376,-0.011832905999999976
589,0.70566967,0.6430095779999999,-0.06266009200000011
571,1.1411871999999998,1.1110291140000002,-0.030158085999999695
568,0.949525022,1.173427535,0.22390251300000008
212,0.5198291420000001,0.477817679,-0.04201146300000008
128,0.592897829,0.557158806,-0.03573902299999998
356,0.49476414700000004,0.451887585,-0.04287656200000006
95,0.38829136299999994,0.335665703,-0.05262565999999996
573,0.737812951,0.689469972,-0.04834297899999995
522,0.808806652,0.790841624,-0.017965027999999994
440,0.40904047,0.389739547,-0.01930092299999997
290,0.554406771,0.521747858,-0.03265891300000001
245,0.247797178,0.19752294899999998,-0.05027422900000003
244,1.3532612019999999,1.3565285519999999,0.003267350000000002
27,0.9640839379999999,0.878522551,-0.08556138699999993
537,0.676358633,0.7296886140000001,0.05332998100000008
542,0.6954947340000001,0.759747175,0.06425244099999994
250,0.106318901,0.166583758,0.060264857000000005
331,0.66048702,0.596724342,-0.06376267800000002
468,0.819554248,0.7420965359999999,-0.07745771200000007
370,0.5458168729999999,0.525580825,-0.020236047999999895
11,0.5897220670000001,0.603582933,0.013860865999999916
106,0.71914831,0.499542764,-0.21960554600000004
215,0.805809412,0.8252298309999999,0.01942041899999991
268,0.721519276,0.554874601,-0.16664467500000002
361,0.660581544,0.564289766,-0.096291778
382,0.660698584,0.687432425,0.02673384099999998
326,0.680646379,0.665691672,-0.014954707000000012
153,1.125643668,0.935015347,-0.19062832099999993
588,0.407384235,0.307340525,-0.10004371000000001
17,0.34312721399999996,0.312919906,-0.030207307999999933
203,0.746238559,0.7906294629999999,0.0443909039999999
286,0.979910512,1.019227975,0.03931746299999994
119,0.37010524100000003,0.33877227,-0.03133297100000004
368,0.446534776,0.467170755,0.02063597899999997
503,0.863483577,0.852575984,-0.010907592999999993
413,0.9670775709999999,0.8900718190000001,-0.07700575199999982
450,0.540683782,0.625121678,0.08443789599999996
136,0.942373637,0.990258264,0.04788462700000007
432,0.7189288309999999,0.7475366459999999,0.02860781499999998
547,0.80411992,1.001927307,0.1978073870000001
40,0.7260783759999999,0.7828154140000001,0.056737038000000184
315,0.553151458,0.628386862,0.07523540400000006
408,0.690262734,0.654250359,-0.036012375000000096
255,0.981935111,1.19418213,0.21224701899999998
64,0.557046614,0.545503563,-0.01154305099999997
172,0.405754746,0.407622635,0.0018678890000000115
20,0.825139355,0.783333437,-0.041805918
62,0.47600841299999996,0.445169662,-0.030838750999999942
242,0.253101664,0.302179634,0.04907796999999997
120,0.792436795,0.765849197,-0.02658759799999999
397,0.384521949,0.40180957100000003,0.017287622000000058
183,0.706657161,0.84852854,0.14187137900000002
180,0.294014242,0.7008673059999999,0.40685306399999993
464,0.664182673,0.707525376,0.04334270299999998
436,0.478449939,0.40269803200000004,-0.07575190699999995
56,0.448727142,0.510084525,0.06135738299999999
507,0.164487248,0.557749849,0.393262601
266,1.079590496,0.9363058609999999,-0.1432846350000001
150,0.302618758,0.428256254,0.12563749600000002
575,0.590139151,0.5910258589999999,0.0008867079999999028
553,0.623365755,0.612490136,-0.010875619000000003
16,0.584829695,0.540285176,-0.044544519000000005
391,0.9027461840000001,0.8265241940000001,-0.07622198999999996
23,0.45848332799999997,0.407096704,-0.05138662399999999
572,0.672726565,0.644360577,-0.02836598800000001
92,0.710442164,0.415021405,-0.29542075900000003
304,0.6700001839999999,0.712744148,0.04274396400000002
230,0.93599832,0.976448278,0.04044995799999995
412,0.863679045,0.864564065,0.0008850200000000141
204,0.567203694,0.488163685,-0.07904000900000002
346,0.598090707,0.617120468,0.01902976099999998
369,0.41814140299999997,0.495930695,0.07778929200000001
427,0.684790448,0.740054258,0.055263810000000024
287,1.191979161,1.038131718,-0.15384744299999986
214,0.533187892,0.327886265,-0.20530162700000004
294,1.01954683,0.998151346,-0.02139548399999991
444,0.292353951,0.39456969,0.10221573899999997
218,1.4909160680000002,1.5167419340000001,0.02582586599999992
490,0.37645147,0.272689962,-0.103761508
114,0.610456672,0.657329472,0.04687280000000005
566,0.674302814,0.582504779,-0.09179803500000006
34,1.1907868320000001,1.352777399,0.16199056699999992
112,0.798918672,0.529361272,-0.26955739999999995
211,0.271142815,0.33305195,0.061909135000000004
552,0.657700542,0.62792579,-0.029774752000000015
398,0.5109463120000001,0.34038607,-0.17056024200000008
241,0.630964941,0.596081506,-0.03488343500000002
415,0.36738305200000004,0.34810763899999997,-0.019275413000000075
79,1.063820479,0.96595159,-0.09786888900000013
439,0.480281081,0.341292893,-0.138988188
607,0.949757607,0.901937085,-0.047820521999999976
351,0.5317372539999999,0.501673032,-0.03006422199999992
311,1.549774323,1.3689689859999998,-0.18080533700000023
156,0.733270913,0.705378827,-0.027892086000000038
176,0.491693771,0.5870051829999999,0.09531141199999993
598,1.900439336,2.0178233569999997,0.11738402099999967
306,0.651277617,0.619853089,-0.03142452799999995
523,0.288128863,0.316564617,0.02843575399999998
195,0.956999033,0.974355407,0.017356374000000008
96,1.022763815,1.0787132879999999,0.05594947299999986
422,0.9007706,0.992797664,0.09202706400000005
129,0.378566012,0.32872867,-0.04983734200000001
115,0.958041714,0.897925382,-0.060116331999999995
513,0.399534732,0.549960197,0.15042546499999998
187,0.8925823690000001,0.781913649,-0.11066872000000005
308,1.053515908,1.192191644,0.13867573599999994
133,0.309205361,0.32546576899999996,0.01626040799999995
579,0.813146961,0.770241429,-0.04290553199999991
239,0.432740955,0.41934385399999996,-0.013397101000000022
403,0.5177794410000001,0.419782249,-0.09799719200000007
297,1.057148153,0.94233579,-0.11481236299999997
1,0.68408283,0.703594267,0.01951143700000002
390,0.8533141559999999,0.996296442,0.14298228600000007
337,0.5325765610000001,0.548097635,0.015521073999999913
495,0.9733554179999999,0.926395759,-0.046959658999999876
253,0.346698619,0.23575998399999998,-0.11093863500000001
198,1.0785156740000001,0.9830409659999999,-0.09547470800000024
591,1.31992628,1.273831463,-0.046094816999999955
558,0.908744787,0.901068642,-0.007676145000000023
98,0.641088279,0.551266212,-0.08982206699999995
15,0.956174195,0.973264483,0.01709028800000001
155,0.8466414790000001,0.8428740220000001,-0.0037674570000000296
376,0.7240113340000001,0.721402883,-0.002608451000000067
257,0.873813132,0.714591953,-0.159221179
563,0.5192969270000001,0.503035115,-0.016261812000000098
139,0.7743682,0.776837995,0.002469794999999997
14,0.965968246,1.131853686,0.16588543999999994
60,0.668323083,0.8407704640000001,0.17244738100000012
569,0.7016678670000001,0.6495415920000001,-0.052126275
48,1.8070846809999999,1.957292671,0.15020799000000018
389,0.819578395,0.8227705190000001,0.0031921240000001294
63,0.7087528909999999,0.707336071,-0.0014168199999999853
492,0.7756677829999999,0.621197123,-0.15447065999999998
167,0.680297136,0.742445914,0.06214877800000007
122,0.352052721,0.33914464,-0.012908081000000016
254,0.39517583100000003,0.441188386,0.046012554999999955
225,1.074670673,0.9186314940000001,-0.15603917899999986
270,0.804056833,0.885814568,0.08175773500000005
557,0.699789278,0.391210609,-0.308578669
171,0.87167777,0.835380493,-0.03629727700000007
366,0.095650875,0.116832434,0.021181559000000003
222,0.6989605170000001,0.6858798540000001,-0.013080662999999992
437,0.704706127,0.6493695070000001,-0.05533661999999995
280,0.5958854929999999,0.568768432,-0.027117060999999887
334,0.332442786,0.285662967,-0.046779819
248,0.96996852,0.900171836,-0.06979668400000005
417,0.6077754910000001,0.52250115,-0.08527434100000009
265,0.581923534,0.7287098320000001,0.1467862980000001
264,0.837715297,0.725501759,-0.112213538
419,0.654879898,0.676338599,0.021458701000000024
416,2.0161390359999998,1.28817241,-0.7279666259999997
504,0.346672033,0.360237411,0.013565378000000017
243,1.185889371,1.004079202,-0.18181016900000002
141,0.513994235,0.49696091299999995,-0.017033322000000017
124,1.825895145,1.836802756,0.010907610999999928
65,0.349683769,0.37122164799999996,0.021537878999999982
224,0.151029243,0.299796205,0.14876696199999997
206,0.513365828,0.68793426,0.17456843200000005
59,0.8927569870000001,0.79347018,-0.09928680700000003
83,0.769633485,0.728182007,-0.04145147799999993
32,0.422828497,0.498894975,0.07606647799999999
592,0.876124947,0.775318712,-0.10080623499999997
246,0.506641804,0.497166063,-0.009475741000000037
516,0.6318252129999999,0.7365314470000001,0.10470623400000012
533,0.651168844,0.566125536,-0.08504330799999993
316,0.34249453700000004,0.354269399,0.011774861999999942
359,1.034274904,0.8880354359999999,-0.1462394680000002
97,1.348519335,1.414891539,0.0663722040000001
322,0.9016959309999999,0.8833079340000001,-0.018387996999999823
515,0.211999837,0.306428582,0.09442874500000001
194,0.287589503,0.18387203100000002,-0.103717472
52,0.620125795,0.602032165,-0.01809362999999997
88,0.543328981,0.282302455,-0.26102652600000004
593,1.315336314,1.061389909,-0.253946405
61,0.40394095,0.446265621,0.04232467099999998
551,0.455711529,0.595771344,0.14005981499999998
29,0.641837666,0.569819787,-0.072017879
223,0.580939635,0.43563816299999997,-0.14530147200000004
478,0.821334054,0.588460594,-0.2328734600000001
164,0.8398680079999999,0.940171526,0.10030351800000004
411,0.705150189,0.591695702,-0.11345448700000005
259,1.465607696,1.483864505,0.01825680899999993
8,0.6816832970000001,0.8268833309999999,0.1452000339999998
47,0.673420551,0.962503483,0.289082932
289,0.292648321,0.187594416,-0.10505390499999998
527,0.7526718490000001,0.634019134,-0.11865271500000008
227,0.307421396,0.391509738,0.08408834199999998
110,0.272530286,0.225530962,-0.04699932400000001
554,1.305837195,1.2822115379999999,-0.02362565700000019
43,0.6270938970000001,0.608965569,-0.018128328000000082
161,0.6166128989999999,0.713676348,0.09706344900000008
109,0.43142133200000005,0.475519763,0.04409843099999994
449,0.615290579,0.832688352,0.21739777300000007
159,1.136862222,0.97138427,-0.16547795199999993
70,0.526549223,0.6101982979999999,0.08364907499999996
197,0.829458402,0.827501708,-0.001956693999999981
55,1.9270845890000001,2.24550759,0.31842300099999976
367,1.022193236,0.8230553740000001,-0.19913786199999983
233,0.47641807700000005,0.407381361,-0.06903671600000005
175,1.6372223430000001,1.4128881480000002,-0.22433419499999996
459,0.319049439,0.26680842,-0.052241019
86,0.285179683,0.38881296600000004,0.10363328300000002
93,0.6010908939999999,0.626461951,0.025371057000000086
564,0.588545059,0.642260067,0.053715008000000064
336,0.39380163700000004,0.548011734,0.154210097
520,0.495720778,0.507375534,0.011654756000000044
595,0.769646405,0.799715583,0.030069177999999974
487,0.65944931,0.547595898,-0.11185341199999999
585,0.398719978,0.41101531700000005,0.012295339000000072
283,0.378000374,0.6734281540000001,0.29542778000000014
519,0.259440561,0.37386669100000003,0.11442613000000001
247,0.45474959200000004,0.413262119,-0.04148747300000005
127,1.46584443,1.262993455,-0.20285097500000004
578,0.892977702,0.931934685,0.038956982999999945
335,0.488865864,0.6896235890000001,0.2007577250000001
117,0.48501231899999997,0.435174018,-0.049838300999999974
158,1.095385509,1.164066346,0.06868083700000005
476,0.549412571,0.598669366,0.04925679500000002
347,0.49244123100000003,0.331254655,-0.16118657600000003
379,0.709488935,0.561304169,-0.14818476599999997
281,0.696833278,0.740284507,0.04345122900000009
302,0.9255329999999999,1.159238089,0.2337050890000001
251,0.15579016,0.025388422,-0.13040173800000002
470,0.7244224140000001,0.677526562,-0.046895852000000016
532,0.845602093,0.8497344609999999,0.004132367999999942
461,1.807804512,1.452972704,-0.3548318079999999
12,0.863806429,0.671515273,-0.19229115600000002
556,0.338400662,0.18137701899999997,-0.15702364300000005
329,1.3407630190000002,1.827799014,0.48703599499999983
426,0.92109507,0.516562918,-0.40453215200000003
344,0.717798736,0.7480135509999999,0.030214814999999895
458,0.618553506,0.655224986,0.03667147999999998
396,0.380695489,0.359277246,-0.021418243000000003
471,0.41908652799999996,0.426889846,0.007803318000000059
277,0.422126805,0.390847919,-0.031278886000000006
142,0.892518367,0.9220125790000001,0.02949421200000013
169,0.426610005,0.385733736,-0.04087626900000002
130,0.667765609,0.691277893,0.02351228399999994
349,0.9020849120000001,0.8122347440000001,-0.08985016800000001
207,1.256854052,1.433396869,0.17654281700000007
601,0.42872196100000004,0.414491227,-0.014230734000000023
541,0.7679031140000001,0.644081891,-0.12382122300000009
24,0.300959947,0.253850617,-0.047109330000000005
375,0.7590797979999999,0.548793999,-0.21028579899999988
148,0.34438288200000006,0.407784827,0.06340194499999996
209,0.759055633,0.8278456470000001,0.06879001400000007
271,0.20577026199999998,0.23689765100000001,0.031127389000000033
505,0.49919371,0.437360879,-0.06183283100000003
317,0.958864175,0.8487161329999999,-0.11014804200000006
342,0.503116606,0.44355826600000003,-0.05955833999999993
310,1.099375094,0.988870846,-0.11050424800000003
454,0.976377994,1.038899572,0.06252157800000002
455,0.392863206,0.45747445700000006,0.06461125100000004
574,0.489507526,0.838604543,0.34909701699999995
238,0.493708615,0.7060746859999999,0.21236607099999988
526,0.35638632200000003,0.274138137,-0.08224818500000003
463,0.46619581200000004,0.464833981,-0.0013618310000000355
296,1.16047949,1.003475596,-0.15700389400000003
486,0.650312131,0.605094813,-0.04521731799999995
494,0.546502516,0.188511593,-0.357990923
174,0.225725655,0.19389224600000002,-0.03183340899999998
456,0.430809514,0.493602589,0.06279307499999998
213,0.424411045,0.35845036,-0.06596068499999996
538,0.570068632,0.684022358,0.11395372599999998
378,0.286737807,0.321192366,0.034454558999999996
584,0.88793157,1.004864757,0.116933187
394,0.727191118,0.7915335920000001,0.06434247400000004
121,0.367384214,0.36737649299999997,-7.721000000016076e-06
383,1.0395019620000001,0.846026252,-0.19347571000000008
460,0.46462228899999997,0.368287663,-0.09633462599999998
539,0.765749937,0.909638572,0.14388863499999993
443,0.47562523100000004,0.33648594,-0.13913929100000005
192,0.501620241,0.080605186,-0.421015055
583,0.412598928,0.41902096299999997,0.006422034999999993
10,0.740152824,0.930218202,0.190065378
536,0.96923675,1.083195336,0.11395858599999997
108,0.664049482,0.7436997390000001,0.07965025700000006
330,0.879972498,0.812188081,-0.06778441700000004
78,1.4359073869999999,1.4117401000000003,-0.024167286999999593
299,0.435569595,0.338303605,-0.09726598999999997
431,0.827125645,0.9051362009999999,0.07801055599999995
190,0.779795006,0.747073305,-0.032721700999999936
467,0.605297828,0.9637229620000001,0.3584251340000001
196,0.93277937,0.91585334,-0.016926030000000036
429,0.699446844,0.7465355459999999,0.04708870199999993
604,0.681420822,0.662984515,-0.018436306999999985
531,0.719905908,0.491063894,-0.22884201399999998
303,0.9066894190000001,0.610017425,-0.2966719940000001
327,0.37371146200000005,0.306792442,-0.06691902000000005
358,1.392575048,1.513894801,0.12131975299999986
228,0.534131676,0.388620963,-0.145510713
116,1.292410906,0.916858739,-0.37555216699999994
374,0.30539712199999997,0.35481110200000004,0.04941398000000008
81,0.38121741299999995,0.434987487,0.05377007400000006
146,0.404800108,0.637973035,0.23317292700000003
473,0.62569374,0.506080124,-0.11961361599999998
386,0.580224981,0.742224188,0.16199920700000003
535,1.5147692819999998,1.2691597209999999,-0.24560956099999998
231,0.6607917529999999,0.525213166,-0.13557858699999992
521,0.440964211,0.40369675200000005,-0.03726745899999995
291,1.036837156,0.410145431,-0.626691725
262,0.94052314,0.778562333,-0.16196080700000004
75,1.0160325609999998,0.818913242,-0.1971193189999998
465,0.596572135,0.564098869,-0.032473266
442,1.288384488,1.043221861,-0.24516262700000002
77,1.2882201709999999,0.8526558059999999,-0.43556436499999995
404,0.263827303,0.362569651,0.09874234799999998
33,0.665519544,0.7314114009999999,0.06589185699999989
240,0.956088147,0.91611182,-0.03997632699999998
418,1.505382795,1.635609822,0.13022702699999988
319,0.558931588,0.717775122,0.15884353400000006
154,0.380525309,0.525662924,0.14513761500000005
118,0.469942019,0.39413721700000004,-0.07580480199999995
26,0.191081408,0.48820783799999995,0.29712642999999994
131,0.6799678090000001,0.518641071,-0.16132673800000008
107,1.0777774629999999,1.2361507409999999,0.158373278
576,0.680495752,0.613397952,-0.06709779999999999
565,0.738586504,0.7772879890000001,0.038701485000000035
99,0.6616204170000001,0.7091457090000001,0.047525292
72,0.349421629,0.229603558,-0.119818071
162,0.87031519,0.487802599,-0.382512591
269,0.972368399,0.861371236,-0.11099716300000007
37,0.9643610420000001,0.991050181,0.026689138999999917
276,0.7091122120000001,0.561022582,-0.14808963000000008
530,0.8007816879999999,1.122485212,0.321703524
46,0.6948446220000001,0.5968718270000001,-0.097972795
267,0.468579015,0.42772079399999996,-0.04085822100000003
54,0.325246294,0.260211022,-0.06503527199999998
548,1.121692446,1.224399274,0.10270682800000008
446,0.544863635,0.45958038700000003,-0.08528324799999998
457,0.87451733,0.985028083,0.11051075300000002
285,0.42922986,0.41548108200000006,-0.013748777999999962
138,2.888248257,3.030542324,0.1422940669999999
609,0.371921367,0.41327189299999995,0.04135052599999994
500,1.257415777,1.3210200429999999,0.0636042659999998
545,0.28757519800000003,0.168418058,-0.11915714000000002
399,1.231870922,1.694214018,0.4623430960000001
544,0.167689803,0.608940026,0.44125022299999994
546,1.038718721,0.9341275379999999,-0.10459118300000003
340,0.47281994200000005,0.49214516,0.019325217999999977
498,0.776830206,0.776774915,-5.529100000001286e-05
502,2.33072716,2.912113909,0.581386749
320,0.260280413,0.260798551,0.0005181380000000013
543,0.905724298,0.944693914,0.03896961600000004
3,2.2903663780000003,2.098911984,-0.19145439400000042
38,0.650352821,0.677190814,0.026837993000000004
371,0.45138823899999997,0.397884584,-0.05350365499999998
423,0.195748449,0.35151101100000004,0.15576256200000005
363,1.226563598,0.19313872899999998,-1.033424869
170,0.48251137,0.532283721,0.04977235099999999
540,0.35831149700000003,0.95487846,0.5965669629999999
388,1.1943006090000001,0.888203133,-0.30609747600000015
126,1.045644886,0.9774257690000001,-0.06821911699999994
293,0.135979281,0.115979235,-0.020000046000000007
69,0.23573010600000002,0.174626759,-0.06110334700000003
147,0.838916903,0.9503750470000001,0.11145814400000009
13,0.683055828,0.131239946,-0.551815882
